date,class,name
2020-03-27,navratri,Chaitra Navratri
2020-03-28,navratri,Chaitra Navratri
2020-03-29,navratri,Chaitra Navratri
2020-03-30,navratri,Chaitra Navratri
2020-03-31,navratri,Chaitra Navratri
2020-04-01,navratri,Chaitra Navratri
2020-04-02,navratri,Chaitra Navratri
2020-04-02,public,Ram Navami
2020-04-06,public,Mahavir Jayanti
2020-04-10,public,Good Friday
2020-04-13,bihu_bohag,Bohag Bihu
2020-04-14,bihu_bohag,Bohag Bihu
2020-04-14,public,Dr. B. R. Ambedkar's Jayanti
2020-04-15,bihu_bohag,Bohag Bihu
2020-04-16,bihu_bohag,Bohag Bihu
2020-05-07,public,Buddha Purnima
2020-05-24,eid,Id-ul-Fitr
2020-05-25,eid,Id-ul-Fitr
2020-05-26,eid,Id-ul-Fitr
2020-07-05,shravan,Shravan (approx)
2020-07-06,shravan,Shravan (approx)
2020-07-07,shravan,Shravan (approx)
2020-07-08,shravan,Shravan (approx)
2020-07-09,shravan,Shravan (approx)
2020-07-10,shravan,Shravan (approx)
2020-07-11,shravan,Shravan (approx)
2020-07-12,shravan,Shravan (approx)
2020-07-13,shravan,Shravan (approx)
2020-07-14,shravan,Shravan (approx)
2020-07-15,shravan,Shravan (approx)
2020-07-16,shravan,Shravan (approx)
2020-07-17,shravan,Shravan (approx)
2020-07-18,shravan,Shravan (approx)
2020-07-19,shravan,Shravan (approx)
2020-07-20,shravan,Shravan (approx)
2020-07-21,shravan,Shravan (approx)
2020-07-22,shravan,Shravan (approx)
2020-07-23,shravan,Shravan (approx)
2020-07-24,shravan,Shravan (approx)
2020-07-25,shravan,Shravan (approx)
2020-07-26,shravan,Shravan (approx)
2020-07-27,shravan,Shravan (approx)
2020-07-28,shravan,Shravan (approx)
2020-07-29,shravan,Shravan (approx)
2020-07-30,shravan,Shravan (approx)
2020-07-31,eid,Id-ul-Zuha (Bakrid)
2020-07-31,shravan,Shravan (approx)
2020-08-01,eid,Id-ul-Zuha (Bakrid)
2020-08-01,shravan,Shravan (approx)
2020-08-02,eid,Id-ul-Zuha (Bakrid)
2020-08-02,shravan,Shravan (approx)
2020-08-03,shravan,Shravan (approx)
2020-08-12,public,Janmashtami (Vaishnava)
2020-08-15,public,Independence Day
2020-08-30,public,Muharram
2020-10-02,public,Mahatma Gandhi's Jayanti
2020-10-16,navratri,Sharad Navratri
2020-10-17,bihu_kati,Kati Bihu
2020-10-17,navratri,Sharad Navratri
2020-10-18,bihu_kati,Kati Bihu
2020-10-18,navratri,Sharad Navratri
2020-10-19,navratri,Sharad Navratri
2020-10-20,durga_puja,Durga Puja
2020-10-20,navratri,Sharad Navratri
2020-10-21,durga_puja,Durga Puja
2020-10-21,navratri,Sharad Navratri
2020-10-22,durga_puja,Durga Puja
2020-10-22,navratri,Sharad Navratri
2020-10-23,durga_puja,Durga Puja
2020-10-23,navratri,Sharad Navratri
2020-10-24,durga_puja,Durga Puja
2020-10-24,navratri,Sharad Navratri
2020-10-25,durga_puja,Dussehra
2020-10-30,public,Milad-un-Nabi
2020-11-12,diwali,Diwali week
2020-11-13,diwali,Diwali week
2020-11-14,diwali,Diwali (Deepavali)
2020-11-15,diwali,Diwali week
2020-11-30,public,Guru Nanak's Jayanti
2020-12-02,public,Assam Day
2020-12-24,christmas,Christmas–New Year
2020-12-25,christmas,Christmas
2020-12-26,christmas,Christmas–New Year
2020-12-27,christmas,Christmas–New Year
2020-12-28,christmas,Christmas–New Year
2020-12-29,christmas,Christmas–New Year
2020-12-30,christmas,Christmas–New Year
2020-12-31,christmas,Christmas–New Year
2021-01-01,christmas,New Year's Day
2021-01-13,bihu_magh,Magh Bihu
2021-01-14,bihu_magh,Magh Bihu
2021-01-15,bihu_magh,Magh Bihu
2021-01-26,public,Republic Day
2021-03-29,holi,Holi
2021-04-02,public,Good Friday
2021-04-13,bihu_bohag,Bohag Bihu
2021-04-13,navratri,Chaitra Navratri
2021-04-14,bihu_bohag,Bohag Bihu
2021-04-14,navratri,Chaitra Navratri
2021-04-14,public,Dr. B. R. Ambedkar's Jayanti
2021-04-15,bihu_bohag,Bohag Bihu
2021-04-15,navratri,Chaitra Navratri
2021-04-16,bihu_bohag,Bohag Bihu
2021-04-16,navratri,Chaitra Navratri
2021-04-17,navratri,Chaitra Navratri
2021-04-18,navratri,Chaitra Navratri
2021-04-19,navratri,Chaitra Navratri
2021-04-20,navratri,Chaitra Navratri
2021-04-21,navratri,Chaitra Navratri
2021-04-21,public,Ram Navami
2021-04-25,public,Mahavir Jayanti
2021-05-13,eid,Id-ul-Fitr
2021-05-14,eid,Id-ul-Fitr
2021-05-15,eid,Id-ul-Fitr
2021-05-26,public,Buddha Purnima
2021-07-20,eid,Id-ul-Zuha (Bakrid)
2021-07-21,eid,Id-ul-Zuha (Bakrid)
2021-07-22,eid,Id-ul-Zuha (Bakrid)
2021-07-23,shravan,Shravan (approx)
2021-07-24,shravan,Shravan (approx)
2021-07-25,shravan,Shravan (approx)
2021-07-26,shravan,Shravan (approx)
2021-07-27,shravan,Shravan (approx)
2021-07-28,shravan,Shravan (approx)
2021-07-29,shravan,Shravan (approx)
2021-07-30,shravan,Shravan (approx)
2021-07-31,shravan,Shravan (approx)
2021-08-01,shravan,Shravan (approx)
2021-08-02,shravan,Shravan (approx)
2021-08-03,shravan,Shravan (approx)
2021-08-04,shravan,Shravan (approx)
2021-08-05,shravan,Shravan (approx)
2021-08-06,shravan,Shravan (approx)
2021-08-07,shravan,Shravan (approx)
2021-08-08,shravan,Shravan (approx)
2021-08-09,shravan,Shravan (approx)
2021-08-10,shravan,Shravan (approx)
2021-08-11,shravan,Shravan (approx)
2021-08-12,shravan,Shravan (approx)
2021-08-13,shravan,Shravan (approx)
2021-08-14,shravan,Shravan (approx)
2021-08-15,public,Independence Day
2021-08-15,shravan,Shravan (approx)
2021-08-16,shravan,Shravan (approx)
2021-08-17,shravan,Shravan (approx)
2021-08-18,shravan,Shravan (approx)
2021-08-19,public,Muharram
2021-08-19,shravan,Shravan (approx)
2021-08-20,shravan,Shravan (approx)
2021-08-21,shravan,Shravan (approx)
2021-08-30,public,Janmashtami (Vaishnava)
2021-10-02,public,Mahatma Gandhi's Jayanti
2021-10-06,navratri,Sharad Navratri
2021-10-07,navratri,Sharad Navratri
2021-10-08,navratri,Sharad Navratri
2021-10-09,navratri,Sharad Navratri
2021-10-10,durga_puja,Durga Puja
2021-10-10,navratri,Sharad Navratri
2021-10-11,durga_puja,Durga Puja
2021-10-11,navratri,Sharad Navratri
2021-10-12,durga_puja,Durga Puja
2021-10-12,navratri,Sharad Navratri
2021-10-13,durga_puja,Durga Puja
2021-10-13,navratri,Sharad Navratri
2021-10-14,durga_puja,Durga Puja
2021-10-14,navratri,Sharad Navratri
2021-10-15,durga_puja,Dussehra
2021-10-17,bihu_kati,Kati Bihu
2021-10-18,bihu_kati,Kati Bihu
2021-10-19,public,Milad-un-Nabi
2021-11-02,diwali,Diwali week
2021-11-03,diwali,Diwali week
2021-11-04,diwali,Diwali (Deepavali)
2021-11-05,diwali,Diwali week
2021-11-19,public,Guru Nanak's Jayanti
2021-12-02,public,Assam Day
2021-12-24,christmas,Christmas–New Year
2021-12-25,christmas,Christmas
2021-12-26,christmas,Christmas–New Year
2021-12-27,christmas,Christmas–New Year
2021-12-28,christmas,Christmas–New Year
2021-12-29,christmas,Christmas–New Year
2021-12-30,christmas,Christmas–New Year
2021-12-31,christmas,Christmas–New Year
2022-01-01,christmas,New Year's Day
2022-01-13,bihu_magh,Magh Bihu
2022-01-14,bihu_magh,Magh Bihu
2022-01-15,bihu_magh,Magh Bihu
2022-01-26,public,Republic Day
2022-03-01,public,Maha Shivaratri
2022-03-18,holi,Holi
2022-04-13,bihu_bohag,Bohag Bihu
2022-04-14,bihu_bohag,Bohag Bihu
2022-04-14,public,Dr. B. R. Ambedkar's Jayanti
2022-04-15,bihu_bohag,Bohag Bihu
2022-04-15,public,Good Friday
2022-04-16,bihu_bohag,Bohag Bihu
2022-05-02,eid,Id-ul-Fitr
2022-05-03,eid,Id-ul-Fitr
2022-05-04,eid,Id-ul-Fitr
2022-05-16,public,Buddha Purnima
2022-07-09,eid,Id-ul-Zuha (Bakrid)
2022-07-10,eid,Id-ul-Zuha (Bakrid)
2022-07-11,eid,Id-ul-Zuha (Bakrid)
2022-07-12,shravan,Shravan (approx)
2022-07-13,shravan,Shravan (approx)
2022-07-14,shravan,Shravan (approx)
2022-07-15,shravan,Shravan (approx)
2022-07-16,shravan,Shravan (approx)
2022-07-17,shravan,Shravan (approx)
2022-07-18,shravan,Shravan (approx)
2022-07-19,shravan,Shravan (approx)
2022-07-20,shravan,Shravan (approx)
2022-07-21,shravan,Shravan (approx)
2022-07-22,shravan,Shravan (approx)
2022-07-23,shravan,Shravan (approx)
2022-07-24,shravan,Shravan (approx)
2022-07-25,shravan,Shravan (approx)
2022-07-26,shravan,Shravan (approx)
2022-07-27,shravan,Shravan (approx)
2022-07-28,shravan,Shravan (approx)
2022-07-29,shravan,Shravan (approx)
2022-07-30,shravan,Shravan (approx)
2022-07-31,shravan,Shravan (approx)
2022-08-01,shravan,Shravan (approx)
2022-08-02,shravan,Shravan (approx)
2022-08-03,shravan,Shravan (approx)
2022-08-04,shravan,Shravan (approx)
2022-08-05,shravan,Shravan (approx)
2022-08-06,shravan,Shravan (approx)
2022-08-07,shravan,Shravan (approx)
2022-08-08,shravan,Shravan (approx)
2022-08-09,public,Muharram
2022-08-09,shravan,Shravan (approx)
2022-08-10,shravan,Shravan (approx)
2022-08-15,public,Independence Day
2022-08-19,public,Janmashtami (Vaishnava)
2022-09-26,navratri,Sharad Navratri
2022-09-27,navratri,Sharad Navratri
2022-09-28,navratri,Sharad Navratri
2022-09-29,navratri,Sharad Navratri
2022-09-30,durga_puja,Durga Puja
2022-09-30,navratri,Sharad Navratri
2022-10-01,durga_puja,Durga Puja
2022-10-01,navratri,Sharad Navratri
2022-10-02,durga_puja,Durga Puja
2022-10-02,navratri,Sharad Navratri
2022-10-02,public,Mahatma Gandhi's Jayanti
2022-10-03,durga_puja,Durga Puja
2022-10-03,navratri,Sharad Navratri
2022-10-04,durga_puja,Durga Puja
2022-10-04,navratri,Sharad Navratri
2022-10-05,durga_puja,Dussehra
2022-10-09,public,Milad-un-Nabi
2022-10-17,bihu_kati,Kati Bihu
2022-10-18,bihu_kati,Kati Bihu
2022-10-22,diwali,Diwali week
2022-10-23,diwali,Diwali week
2022-10-24,diwali,Diwali (Deepavali)
2022-10-25,diwali,Diwali week
2022-11-08,public,Guru Nanak's Jayanti
2022-12-02,public,Assam Day
2022-12-24,christmas,Christmas–New Year
2022-12-25,christmas,Christmas
2022-12-26,christmas,Christmas–New Year
2022-12-27,christmas,Christmas–New Year
2022-12-28,christmas,Christmas–New Year
2022-12-29,christmas,Christmas–New Year
2022-12-30,christmas,Christmas–New Year
2022-12-31,christmas,Christmas–New Year
2023-01-01,christmas,New Year's Day
2023-01-13,bihu_magh,Magh Bihu
2023-01-14,bihu_magh,Magh Bihu
2023-01-15,bihu_magh,Magh Bihu
2023-01-26,public,Republic Day
2023-03-08,holi,Holi
2023-03-22,navratri,Chaitra Navratri
2023-03-23,navratri,Chaitra Navratri
2023-03-24,navratri,Chaitra Navratri
2023-03-25,navratri,Chaitra Navratri
2023-03-26,navratri,Chaitra Navratri
2023-03-27,navratri,Chaitra Navratri
2023-03-28,navratri,Chaitra Navratri
2023-03-29,navratri,Chaitra Navratri
2023-03-30,navratri,Chaitra Navratri
2023-03-30,public,Ram Navami
2023-04-04,public,Mahavir Jayanti
2023-04-07,public,Good Friday
2023-04-13,bihu_bohag,Bohag Bihu
2023-04-14,bihu_bohag,Bohag Bihu
2023-04-14,public,Dr. B. R. Ambedkar's Jayanti
2023-04-15,bihu_bohag,Bohag Bihu
2023-04-16,bihu_bohag,Bohag Bihu
2023-04-21,eid,Id-ul-Fitr
2023-04-22,eid,Id-ul-Fitr
2023-04-23,eid,Id-ul-Fitr
2023-05-05,public,Buddha Purnima
2023-06-28,eid,Id-ul-Zuha (Bakrid)
2023-06-29,eid,Id-ul-Zuha (Bakrid)
2023-06-30,eid,Id-ul-Zuha (Bakrid)
2023-07-29,public,Muharram
2023-07-31,shravan,Shravan (approx)
2023-08-01,shravan,Shravan (approx)
2023-08-02,shravan,Shravan (approx)
2023-08-03,shravan,Shravan (approx)
2023-08-04,shravan,Shravan (approx)
2023-08-05,shravan,Shravan (approx)
2023-08-06,shravan,Shravan (approx)
2023-08-07,shravan,Shravan (approx)
2023-08-08,shravan,Shravan (approx)
2023-08-09,shravan,Shravan (approx)
2023-08-10,shravan,Shravan (approx)
2023-08-11,shravan,Shravan (approx)
2023-08-12,shravan,Shravan (approx)
2023-08-13,shravan,Shravan (approx)
2023-08-14,shravan,Shravan (approx)
2023-08-15,public,Independence Day
2023-08-15,shravan,Shravan (approx)
2023-08-16,shravan,Shravan (approx)
2023-08-17,shravan,Shravan (approx)
2023-08-18,shravan,Shravan (approx)
2023-08-19,shravan,Shravan (approx)
2023-08-20,shravan,Shravan (approx)
2023-08-21,shravan,Shravan (approx)
2023-08-22,shravan,Shravan (approx)
2023-08-23,shravan,Shravan (approx)
2023-08-24,shravan,Shravan (approx)
2023-08-25,shravan,Shravan (approx)
2023-08-26,shravan,Shravan (approx)
2023-08-27,shravan,Shravan (approx)
2023-08-28,shravan,Shravan (approx)
2023-08-29,shravan,Shravan (approx)
2023-09-07,public,Janmashtami (Vaishnava)
2023-09-28,public,Milad-un-Nabi
2023-10-02,public,Mahatma Gandhi's Jayanti
2023-10-15,navratri,Sharad Navratri
2023-10-16,navratri,Sharad Navratri
2023-10-17,bihu_kati,Kati Bihu
2023-10-17,navratri,Sharad Navratri
2023-10-18,bihu_kati,Kati Bihu
2023-10-18,navratri,Sharad Navratri
2023-10-19,durga_puja,Durga Puja
2023-10-19,navratri,Sharad Navratri
2023-10-20,durga_puja,Durga Puja
2023-10-20,navratri,Sharad Navratri
2023-10-21,durga_puja,Durga Puja
2023-10-21,navratri,Sharad Navratri
2023-10-22,durga_puja,Durga Puja
2023-10-22,navratri,Sharad Navratri
2023-10-23,durga_puja,Durga Puja
2023-10-23,navratri,Sharad Navratri
2023-10-24,durga_puja,Dussehra
2023-11-10,diwali,Diwali week
2023-11-11,diwali,Diwali week
2023-11-12,diwali,Diwali (Deepavali)
2023-11-13,diwali,Diwali week
2023-11-27,public,Guru Nanak's Jayanti
2023-12-02,public,Assam Day
2023-12-24,christmas,Christmas–New Year
2023-12-25,christmas,Christmas
2023-12-26,christmas,Christmas–New Year
2023-12-27,christmas,Christmas–New Year
2023-12-28,christmas,Christmas–New Year
2023-12-29,christmas,Christmas–New Year
2023-12-30,christmas,Christmas–New Year
2023-12-31,christmas,Christmas–New Year
2024-01-01,christmas,New Year's Day
2024-01-14,bihu_magh,Magh Bihu
2024-01-15,bihu_magh,Magh Bihu
2024-01-16,bihu_magh,Magh Bihu
2024-01-26,public,Republic Day
2024-03-25,holi,Holi
2024-03-29,public,Good Friday
2024-04-09,navratri,Chaitra Navratri
2024-04-10,eid,Id-ul-Fitr
2024-04-10,navratri,Chaitra Navratri
2024-04-11,eid,Id-ul-Fitr
2024-04-11,navratri,Chaitra Navratri
2024-04-12,eid,Id-ul-Fitr
2024-04-12,navratri,Chaitra Navratri
2024-04-13,bihu_bohag,Bohag Bihu
2024-04-13,navratri,Chaitra Navratri
2024-04-14,bihu_bohag,Bohag Bihu
2024-04-14,navratri,Chaitra Navratri
2024-04-14,public,Dr. B. R. Ambedkar's Jayanti
2024-04-15,bihu_bohag,Bohag Bihu
2024-04-15,navratri,Chaitra Navratri
2024-04-16,bihu_bohag,Bohag Bihu
2024-04-16,navratri,Chaitra Navratri
2024-04-17,navratri,Chaitra Navratri
2024-04-17,public,Ram Navami
2024-04-21,public,Mahavir Jayanti
2024-05-23,public,Buddha Purnima
2024-06-16,eid,Id-ul-Zuha (Bakrid)
2024-06-17,eid,Id-ul-Zuha (Bakrid)
2024-06-18,eid,Id-ul-Zuha (Bakrid)
2024-07-17,public,Muharram
2024-07-19,shravan,Shravan (approx)
2024-07-20,shravan,Shravan (approx)
2024-07-21,shravan,Shravan (approx)
2024-07-22,shravan,Shravan (approx)
2024-07-23,shravan,Shravan (approx)
2024-07-24,shravan,Shravan (approx)
2024-07-25,shravan,Shravan (approx)
2024-07-26,shravan,Shravan (approx)
2024-07-27,shravan,Shravan (approx)
2024-07-28,shravan,Shravan (approx)
2024-07-29,shravan,Shravan (approx)
2024-07-30,shravan,Shravan (approx)
2024-07-31,shravan,Shravan (approx)
2024-08-01,shravan,Shravan (approx)
2024-08-02,shravan,Shravan (approx)
2024-08-03,shravan,Shravan (approx)
2024-08-04,shravan,Shravan (approx)
2024-08-05,shravan,Shravan (approx)
2024-08-06,shravan,Shravan (approx)
2024-08-07,shravan,Shravan (approx)
2024-08-08,shravan,Shravan (approx)
2024-08-09,shravan,Shravan (approx)
2024-08-10,shravan,Shravan (approx)
2024-08-11,shravan,Shravan (approx)
2024-08-12,shravan,Shravan (approx)
2024-08-13,shravan,Shravan (approx)
2024-08-14,shravan,Shravan (approx)
2024-08-15,public,Independence Day
2024-08-15,shravan,Shravan (approx)
2024-08-16,shravan,Shravan (approx)
2024-08-17,shravan,Shravan (approx)
2024-08-26,public,Janmashtami (Vaishnava)
2024-09-16,public,Milad-un-Nabi
2024-10-02,public,Mahatma Gandhi's Jayanti
2024-10-03,navratri,Sharad Navratri
2024-10-04,navratri,Sharad Navratri
2024-10-05,navratri,Sharad Navratri
2024-10-06,navratri,Sharad Navratri
2024-10-07,durga_puja,Durga Puja
2024-10-07,navratri,Sharad Navratri
2024-10-08,durga_puja,Durga Puja
2024-10-08,navratri,Sharad Navratri
2024-10-09,durga_puja,Durga Puja
2024-10-09,navratri,Sharad Navratri
2024-10-10,durga_puja,Durga Puja
2024-10-10,navratri,Sharad Navratri
2024-10-11,durga_puja,Durga Puja
2024-10-11,navratri,Sharad Navratri
2024-10-12,durga_puja,Dussehra
2024-10-17,bihu_kati,Kati Bihu
2024-10-18,bihu_kati,Kati Bihu
2024-10-29,diwali,Diwali week
2024-10-30,diwali,Diwali week
2024-10-31,diwali,Diwali (Deepavali)
2024-11-01,diwali,Diwali week
2024-11-15,public,Guru Nanak's Jayanti
2024-12-02,public,Assam Day
2024-12-24,christmas,Christmas–New Year
2024-12-25,christmas,Christmas
2024-12-26,christmas,Christmas–New Year
2024-12-27,christmas,Christmas–New Year
2024-12-28,christmas,Christmas–New Year
2024-12-29,christmas,Christmas–New Year
2024-12-30,christmas,Christmas–New Year
2024-12-31,christmas,Christmas–New Year
2025-01-01,christmas,New Year's Day
2025-01-13,bihu_magh,Magh Bihu
2025-01-14,bihu_magh,Magh Bihu
2025-01-15,bihu_magh,Magh Bihu
2025-01-26,public,Republic Day
2025-02-26,public,Maha Shivaratri
2025-03-14,holi,Holi
2025-03-30,eid,Id-ul-Fitr
2025-03-31,eid,Id-ul-Fitr
2025-04-01,eid,Id-ul-Fitr
2025-04-10,public,Mahavir Jayanti
2025-04-13,bihu_bohag,Bohag Bihu
2025-04-14,bihu_bohag,Bohag Bihu
2025-04-14,public,Dr. B. R. Ambedkar's Jayanti
2025-04-15,bihu_bohag,Bohag Bihu
2025-04-16,bihu_bohag,Bohag Bihu
2025-04-18,public,Good Friday
2025-05-12,public,Buddha Purnima
2025-06-06,eid,Id-ul-Zuha (Bakrid)
2025-06-07,eid,Id-ul-Zuha (Bakrid)
2025-06-08,eid,Id-ul-Zuha (Bakrid)
2025-07-06,public,Muharram
2025-07-09,shravan,Shravan (approx)
2025-07-10,shravan,Shravan (approx)
2025-07-11,shravan,Shravan (approx)
2025-07-12,shravan,Shravan (approx)
2025-07-13,shravan,Shravan (approx)
2025-07-14,shravan,Shravan (approx)
2025-07-15,shravan,Shravan (approx)
2025-07-16,shravan,Shravan (approx)
2025-07-17,shravan,Shravan (approx)
2025-07-18,shravan,Shravan (approx)
2025-07-19,shravan,Shravan (approx)
2025-07-20,shravan,Shravan (approx)
2025-07-21,shravan,Shravan (approx)
2025-07-22,shravan,Shravan (approx)
2025-07-23,shravan,Shravan (approx)
2025-07-24,shravan,Shravan (approx)
2025-07-25,shravan,Shravan (approx)
2025-07-26,shravan,Shravan (approx)
2025-07-27,shravan,Shravan (approx)
2025-07-28,shravan,Shravan (approx)
2025-07-29,shravan,Shravan (approx)
2025-07-30,shravan,Shravan (approx)
2025-07-31,shravan,Shravan (approx)
2025-08-01,shravan,Shravan (approx)
2025-08-02,shravan,Shravan (approx)
2025-08-03,shravan,Shravan (approx)
2025-08-04,shravan,Shravan (approx)
2025-08-05,shravan,Shravan (approx)
2025-08-06,shravan,Shravan (approx)
2025-08-07,shravan,Shravan (approx)
2025-08-15,public,Independence Day
2025-08-16,public,Janmashtami (Vaishnava)
2025-09-05,public,Milad-un-Nabi
2025-09-23,navratri,Sharad Navratri
2025-09-24,navratri,Sharad Navratri
2025-09-25,navratri,Sharad Navratri
2025-09-26,navratri,Sharad Navratri
2025-09-27,durga_puja,Durga Puja
2025-09-27,navratri,Sharad Navratri
2025-09-28,durga_puja,Durga Puja
2025-09-28,navratri,Sharad Navratri
2025-09-29,durga_puja,Durga Puja
2025-09-29,navratri,Sharad Navratri
2025-09-30,durga_puja,Durga Puja
2025-09-30,navratri,Sharad Navratri
2025-10-01,durga_puja,Durga Puja
2025-10-01,navratri,Sharad Navratri
2025-10-02,durga_puja,Dussehra
2025-10-02,public,Mahatma Gandhi's Jayanti
2025-10-17,bihu_kati,Kati Bihu
2025-10-18,bihu_kati,Kati Bihu
2025-10-18,diwali,Diwali week
2025-10-19,diwali,Diwali week
2025-10-20,diwali,Diwali (Deepavali)
2025-10-21,diwali,Diwali week
2025-11-05,public,Guru Nanak's Jayanti
2025-12-02,public,Assam Day
2025-12-24,christmas,Christmas–New Year
2025-12-25,christmas,Christmas
2025-12-26,christmas,Christmas–New Year
2025-12-27,christmas,Christmas–New Year
2025-12-28,christmas,Christmas–New Year
2025-12-29,christmas,Christmas–New Year
2025-12-30,christmas,Christmas–New Year
2025-12-31,christmas,Christmas–New Year
2026-01-01,christmas,New Year's Day
2026-01-13,bihu_magh,Magh Bihu
2026-01-14,bihu_magh,Magh Bihu
2026-01-15,bihu_magh,Magh Bihu
2026-01-26,public,Republic Day
2026-03-04,holi,Holi
2026-03-18,navratri,Chaitra Navratri
2026-03-19,navratri,Chaitra Navratri
2026-03-20,eid,Id-ul-Fitr
2026-03-20,navratri,Chaitra Navratri
2026-03-21,eid,Id-ul-Fitr
2026-03-21,navratri,Chaitra Navratri
2026-03-22,eid,Id-ul-Fitr
2026-03-22,navratri,Chaitra Navratri
2026-03-23,navratri,Chaitra Navratri
2026-03-24,navratri,Chaitra Navratri
2026-03-25,navratri,Chaitra Navratri
2026-03-26,navratri,Chaitra Navratri
2026-03-26,public,Ram Navami
2026-03-31,public,Mahavir Jayanti
2026-04-03,public,Good Friday
2026-04-13,bihu_bohag,Bohag Bihu
2026-04-14,bihu_bohag,Bohag Bihu
2026-04-14,public,Dr. B. R. Ambedkar's Jayanti
2026-04-15,bihu_bohag,Bohag Bihu
2026-04-16,bihu_bohag,Bohag Bihu
2026-05-01,public,Buddha Purnima
2026-05-26,eid,Id-ul-Zuha (Bakrid)
2026-05-27,eid,Id-ul-Zuha (Bakrid)
2026-05-28,eid,Id-ul-Zuha (Bakrid)
2026-06-26,public,Muharram
2026-07-28,shravan,Shravan (approx)
2026-07-29,shravan,Shravan (approx)
2026-07-30,shravan,Shravan (approx)
2026-07-31,shravan,Shravan (approx)
2026-08-01,shravan,Shravan (approx)
2026-08-02,shravan,Shravan (approx)
2026-08-03,shravan,Shravan (approx)
2026-08-04,shravan,Shravan (approx)
2026-08-05,shravan,Shravan (approx)
2026-08-06,shravan,Shravan (approx)
2026-08-07,shravan,Shravan (approx)
2026-08-08,shravan,Shravan (approx)
2026-08-09,shravan,Shravan (approx)
2026-08-10,shravan,Shravan (approx)
2026-08-11,shravan,Shravan (approx)
2026-08-12,shravan,Shravan (approx)
2026-08-13,shravan,Shravan (approx)
2026-08-14,shravan,Shravan (approx)
2026-08-15,public,Independence Day
2026-08-15,shravan,Shravan (approx)
2026-08-16,shravan,Shravan (approx)
2026-08-17,shravan,Shravan (approx)
2026-08-18,shravan,Shravan (approx)
2026-08-19,shravan,Shravan (approx)
2026-08-20,shravan,Shravan (approx)
2026-08-21,shravan,Shravan (approx)
2026-08-22,shravan,Shravan (approx)
2026-08-23,shravan,Shravan (approx)
2026-08-24,shravan,Shravan (approx)
2026-08-25,shravan,Shravan (approx)
2026-08-26,public,Milad-un-Nabi
2026-08-26,shravan,Shravan (approx)
2026-09-04,public,Janmashtami (Vaishnava)
2026-10-02,public,Mahatma Gandhi's Jayanti
2026-10-11,navratri,Sharad Navratri
2026-10-12,navratri,Sharad Navratri
2026-10-13,navratri,Sharad Navratri
2026-10-14,navratri,Sharad Navratri
2026-10-15,durga_puja,Durga Puja
2026-10-15,navratri,Sharad Navratri
2026-10-16,durga_puja,Durga Puja
2026-10-16,navratri,Sharad Navratri
2026-10-17,bihu_kati,Kati Bihu
2026-10-17,durga_puja,Durga Puja
2026-10-17,navratri,Sharad Navratri
2026-10-18,bihu_kati,Kati Bihu
2026-10-18,durga_puja,Durga Puja
2026-10-18,navratri,Sharad Navratri
2026-10-19,durga_puja,Durga Puja
2026-10-19,navratri,Sharad Navratri
2026-10-20,durga_puja,Dussehra
2026-11-06,diwali,Diwali week
2026-11-07,diwali,Diwali week
2026-11-08,diwali,Diwali (Deepavali)
2026-11-09,diwali,Diwali week
2026-11-24,public,Guru Nanak's Jayanti
2026-12-02,public,Assam Day
2026-12-24,christmas,Christmas–New Year
2026-12-25,christmas,Christmas
2026-12-26,christmas,Christmas–New Year
2026-12-27,christmas,Christmas–New Year
2026-12-28,christmas,Christmas–New Year
2026-12-29,christmas,Christmas–New Year
2026-12-30,christmas,Christmas–New Year
2026-12-31,christmas,Christmas–New Year
2027-01-01,christmas,New Year's Day
2027-01-14,bihu_magh,Magh Bihu
2027-01-15,bihu_magh,Magh Bihu
2027-01-16,bihu_magh,Magh Bihu
2027-01-26,public,Republic Day
2027-03-06,public,Maha Shivaratri
2027-03-10,public,Id-ul-Fitr (estimated)
2027-03-22,holi,Holi
2027-03-26,public,Good Friday
2027-04-07,navratri,Chaitra Navratri
2027-04-08,navratri,Chaitra Navratri
2027-04-09,navratri,Chaitra Navratri
2027-04-10,navratri,Chaitra Navratri
2027-04-11,navratri,Chaitra Navratri
2027-04-12,navratri,Chaitra Navratri
2027-04-13,bihu_bohag,Bohag Bihu
2027-04-13,navratri,Chaitra Navratri
2027-04-14,bihu_bohag,Bohag Bihu
2027-04-14,navratri,Chaitra Navratri
2027-04-14,public,Dr. B. R. Ambedkar's Jayanti
2027-04-15,bihu_bohag,Bohag Bihu
2027-04-15,navratri,Chaitra Navratri
2027-04-15,public,Ram Navami
2027-04-16,bihu_bohag,Bohag Bihu
2027-04-18,public,Mahavir Jayanti
2027-05-17,public,Id-ul-Zuha (Bakrid) (estimated)
2027-05-20,public,Buddha Purnima
2027-06-16,public,Muharram (estimated)
2027-07-18,shravan,Shravan (approx)
2027-07-19,shravan,Shravan (approx)
2027-07-20,shravan,Shravan (approx)
2027-07-21,shravan,Shravan (approx)
2027-07-22,shravan,Shravan (approx)
2027-07-23,shravan,Shravan (approx)
2027-07-24,shravan,Shravan (approx)
2027-07-25,shravan,Shravan (approx)
2027-07-26,shravan,Shravan (approx)
2027-07-27,shravan,Shravan (approx)
2027-07-28,shravan,Shravan (approx)
2027-07-29,shravan,Shravan (approx)
2027-07-30,shravan,Shravan (approx)
